"","Age","Career","Marital_Statues","Education","Mortage","Personal_Loan","Contact_Type","Number_of_Contacts","Subscribed","Cus_ID"
"4498",47,"administration","married","secondary education","no","no","telephone",11,"no",4498
"4499",34,"blue-collar","married","primary education","yes","no","telephone",2,"no",4499
"4500",56,"technician","married","secondary education","yes","no","telephone",14,"no",4500
"4501",28,"administration","single","secondary education","yes","no","telephone",2,"no",4501
"4502",34,"administration","single","secondary education","yes","no","telephone",1,"no",4502
"4503",30,"blue-collar","single","secondary education","yes","no","telephone",1,"no",4503
"4504",29,"administration","single","university education","yes","no","telephone",3,"no",4504
"4505",31,"self-employed","married","university education","no","no","telephone",2,"no",4505
"4506",25,"self-employed","single","university education","yes","no","telephone",3,"no",4506
"4507",40,"services","single","university education","no","no","telephone",2,"no",4507
"4508",35,"blue-collar","single","secondary education","no","no","telephone",2,"no",4508
"4509",36,"services","married","secondary education","yes","no","telephone",2,"no",4509
"4510",49,"management","married","university education","yes","no","telephone",2,"no",4510
"4511",29,"blue-collar","married","secondary education","no","no","telephone",2,"no",4511
"4512",38,"unemployed","divorced","university education","yes","no","telephone",3,"no",4512
"4513",32,"blue-collar","married","primary education","no","yes","telephone",2,"no",4513
"4514",35,"self-employed","married","university education","yes","no","telephone",3,"no",4514
"4515",39,"self-employed","married","primary education","no","no","telephone",2,"no",4515
"4516",35,"services","single","professional education","no","no","telephone",2,"no",4516
"4517",54,"administration","married","secondary education","no","no","telephone",2,"no",4517
"4518",35,"administration","married","university education","yes","no","telephone",2,"no",4518
"4519",32,"technician","married","professional education","no","no","telephone",2,"no",4519
"4520",55,"technician","married","primary education","yes","no","telephone",4,"no",4520
"4521",30,"blue-collar","married","secondary education","no","yes","telephone",3,"no",4521
"4522",50,"blue-collar","divorced","secondary education","no","no","telephone",2,"no",4522
"4523",25,"blue-collar","single","primary education","no","no","telephone",3,"no",4523
"4524",52,"management","divorced","university education","no","no","telephone",2,"no",4524
"4525",43,"self-employed","married","secondary education","no","no","telephone",2,"no",4525
"4526",38,"blue-collar","married","secondary education","yes","no","telephone",1,"no",4526
"4527",45,"administration","married","secondary education","yes","no","telephone",3,"no",4527
"4528",33,"administration","single","university education","yes","no","telephone",13,"no",4528
"4529",30,"blue-collar","married","secondary education","yes","no","telephone",2,"no",4529
"4530",26,"services","divorced","primary education","no","no","telephone",15,"no",4530
"4531",51,"services","married","secondary education","no","no","telephone",1,"no",4531
"4532",34,"services","married","secondary education","yes","yes","telephone",2,"no",4532
"4533",33,"services","divorced","secondary education","yes","yes","telephone",3,"no",4533
"4534",48,"services","married","secondary education","yes","no","telephone",9,"no",4534
"4535",56,"services","divorced","secondary education","yes","no","telephone",1,"no",4535
"4536",37,"management","married","university education","yes","no","telephone",2,"no",4536
"4537",31,"blue-collar","single","secondary education","yes","no","telephone",2,"no",4537
"4538",32,"administration","single","university education","no","no","telephone",2,"no",4538
"4539",35,"administration","single","secondary education","yes","no","telephone",2,"no",4539
"4540",50,"blue-collar","married","primary education","no","no","telephone",3,"no",4540
"4541",35,"services","married","secondary education","no","no","telephone",2,"no",4541
"4542",36,"services","single","secondary education","no","no","telephone",3,"no",4542
"4543",29,"housemaid","single","secondary education","yes","no","telephone",3,"no",4543
"4544",38,"services","single","secondary education","yes","no","telephone",2,"no",4544
"4545",36,"services","single","secondary education","no","no","telephone",9,"no",4545
"4546",46,"entrepreneur","married","professional education","no","no","telephone",2,"no",4546
"4547",37,"blue-collar","single","secondary education","yes","yes","telephone",2,"no",4547
"4548",26,"administration","married","university education","no","no","telephone",4,"no",4548
"4549",47,"blue-collar","married","primary education","no","no","telephone",3,"no",4549
"4550",36,"blue-collar","married","secondary education","no","no","telephone",4,"no",4550
"4551",28,"administration","single","university education","no","no","telephone",2,"no",4551
"4552",50,"administration","married","secondary education","no","no","telephone",5,"no",4552
"4553",32,"blue-collar","married","secondary education","no","no","telephone",3,"yes",4553
"4554",54,"technician","married","professional education","yes","no","telephone",3,"no",4554
"4555",37,"services","married","primary education","no","no","telephone",4,"no",4555
"4556",46,"entrepreneur","married","university education","no","no","telephone",3,"no",4556
"4557",49,"administration","divorced","secondary education","yes","no","telephone",3,"no",4557
"4558",33,"services","married","secondary education","no","no","telephone",3,"no",4558
"4559",55,"technician","married","secondary education","no","no","telephone",3,"no",4559
"4560",50,"blue-collar","divorced","secondary education","no","no","telephone",6,"no",4560
"4561",36,"administration","married","university education","yes","yes","telephone",5,"no",4561
"4562",35,"administration","married","secondary education","no","no","telephone",19,"no",4562
"4563",39,"self-employed","married","primary education","yes","no","telephone",3,"no",4563
"4564",44,"blue-collar","married","secondary education","no","no","telephone",4,"no",4564
"4565",30,"technician","married","professional education","no","no","telephone",3,"no",4565
"4566",40,"blue-collar","married","primary education","no","no","telephone",5,"no",4566
"4567",29,"entrepreneur","married","primary education","yes","no","telephone",5,"no",4567
"4568",34,"blue-collar","married","primary education","no","no","telephone",8,"no",4568
"4569",58,"administration","divorced","university education","yes","yes","telephone",6,"no",4569
"4570",43,"blue-collar","single","primary education","no","no","telephone",3,"no",4570
"4571",37,"services","married","secondary education","yes","yes","telephone",3,"yes",4571
"4572",37,"technician","married","professional education","no","no","telephone",2,"no",4572
"4573",34,"administration","single","university education","no","yes","telephone",4,"no",4573
"4574",36,"technician","married","professional education","no","no","telephone",10,"no",4574
"4575",48,"blue-collar","married","secondary education","yes","no","telephone",6,"no",4575
"4576",59,"administration","single","professional education","no","no","telephone",4,"no",4576
"4577",32,"technician","married","professional education","no","no","telephone",2,"no",4577
"4578",28,"services","married","secondary education","yes","no","telephone",2,"no",4578
"4579",53,"unemployed","married","primary education","yes","no","telephone",10,"no",4579
"4580",50,"blue-collar","married","primary education","no","no","telephone",2,"no",4580
"4581",42,"blue-collar","married","primary education","no","no","telephone",8,"no",4581
"4582",45,"technician","married","secondary education","yes","no","telephone",9,"no",4582
"4583",38,"blue-collar","married","primary education","yes","no","telephone",5,"no",4583
"4584",37,"blue-collar","married","primary education","no","no","telephone",3,"no",4584
"4585",57,"blue-collar","married","primary education","yes","no","telephone",3,"no",4585
"4586",48,"blue-collar","married","secondary education","no","no","telephone",14,"no",4586
"4587",27,"services","married","secondary education","no","no","telephone",2,"no",4587
"4588",38,"blue-collar","single","secondary education","yes","no","telephone",3,"no",4588
"4589",35,"blue-collar","married","secondary education","yes","no","telephone",5,"no",4589
"4590",46,"technician","single","university education","yes","no","telephone",6,"no",4590
"4591",38,"housemaid","married","primary education","yes","no","telephone",2,"no",4591
"4592",28,"administration","married","university education","yes","no","telephone",3,"no",4592
"4593",56,"blue-collar","married","primary education","no","no","telephone",3,"no",4593
"4594",34,"technician","single","professional education","no","no","telephone",5,"no",4594
"4595",39,"administration","married","secondary education","yes","no","telephone",3,"no",4595
"4596",37,"entrepreneur","married","university education","no","yes","telephone",2,"no",4596
"4597",45,"blue-collar","married","primary education","yes","no","telephone",2,"no",4597
"4598",58,"administration","divorced","university education","yes","no","telephone",2,"yes",4598
"4599",38,"blue-collar","married","primary education","yes","no","telephone",3,"no",4599
"4600",35,"administration","married","secondary education","yes","no","telephone",9,"no",4600
"4601",36,"services","married","secondary education","yes","no","telephone",3,"no",4601
"4602",39,"technician","divorced","professional education","yes","no","telephone",2,"no",4602
"4603",41,"blue-collar","divorced","primary education","yes","no","telephone",1,"no",4603
"4604",41,"blue-collar","divorced","primary education","yes","no","telephone",1,"no",4604
"4605",26,"services","single","secondary education","no","yes","telephone",4,"no",4605
"4606",54,"management","married","primary education","no","no","telephone",1,"no",4606
"4607",41,"blue-collar","divorced","primary education","no","no","telephone",1,"no",4607
"4608",38,"administration","divorced","secondary education","no","no","telephone",1,"no",4608
"4609",26,"blue-collar","single","secondary education","no","no","telephone",1,"no",4609
"4610",42,"management","married","university education","no","no","telephone",1,"no",4610
"4611",35,"administration","single","university education","yes","yes","telephone",1,"no",4611
"4612",41,"blue-collar","married","primary education","yes","no","telephone",1,"no",4612
"4613",35,"services","married","secondary education","no","no","telephone",5,"yes",4613
"4614",53,"blue-collar","divorced","primary education","yes","no","telephone",1,"no",4614
"4615",38,"administration","single","university education","no","no","telephone",5,"no",4615
"4616",30,"technician","single","professional education","no","no","telephone",1,"no",4616
"4617",57,"retired","single","secondary education","yes","no","telephone",1,"no",4617
"4618",37,"blue-collar","single","secondary education","no","no","telephone",1,"no",4618
"4619",46,"administration","divorced","secondary education","no","no","telephone",1,"no",4619
"4620",37,"administration","married","secondary education","no","yes","telephone",3,"no",4620
"4621",54,"blue-collar","single","primary education","yes","no","telephone",1,"no",4621
"4622",47,"blue-collar","married","primary education","no","no","telephone",1,"no",4622
"4623",41,"management","married","university education","no","yes","telephone",4,"no",4623
"4624",49,"technician","married","professional education","no","no","telephone",2,"yes",4624
"4625",51,"unemployed","married","secondary education","no","no","telephone",1,"no",4625
"4626",53,"administration","married","secondary education","no","no","telephone",2,"no",4626
"4627",36,"blue-collar","single","secondary education","no","yes","telephone",2,"no",4627
"4628",55,"housemaid","married","primary education","no","no","telephone",1,"no",4628
"4629",47,"administration","married","secondary education","no","no","telephone",1,"no",4629
"4630",25,"services","married","secondary education","no","no","telephone",1,"no",4630
"4631",27,"blue-collar","married","secondary education","yes","no","telephone",6,"no",4631
"4632",47,"blue-collar","married","primary education","yes","no","telephone",1,"no",4632
"4633",36,"technician","married","professional education","no","no","telephone",1,"no",4633
"4634",50,"administration","divorced","secondary education","no","no","telephone",4,"no",4634
"4635",53,"blue-collar","married","secondary education","no","yes","telephone",1,"no",4635
"4636",37,"self-employed","married","professional education","no","yes","telephone",1,"no",4636
"4637",36,"services","single","secondary education","no","yes","telephone",1,"no",4637
"4638",53,"blue-collar","married","secondary education","yes","no","telephone",1,"no",4638
"4639",42,"blue-collar","married","primary education","yes","no","telephone",2,"no",4639
"4640",39,"blue-collar","married","primary education","no","yes","telephone",1,"no",4640
"4641",46,"entrepreneur","married","secondary education","no","yes","telephone",4,"no",4641
"4642",32,"services","married","secondary education","yes","no","telephone",1,"no",4642
"4643",28,"technician","divorced","university education","no","no","telephone",2,"no",4643
"4644",40,"blue-collar","married","secondary education","yes","no","telephone",2,"no",4644
"4645",26,"blue-collar","single","secondary education","no","yes","telephone",1,"no",4645
"4646",38,"technician","married","primary education","no","no","telephone",1,"yes",4646
"4647",37,"technician","single","secondary education","no","yes","telephone",1,"no",4647
"4648",39,"self-employed","married","university education","no","no","telephone",1,"no",4648
"4649",36,"blue-collar","divorced","secondary education","no","yes","telephone",1,"no",4649
"4650",29,"administration","married","secondary education","no","no","telephone",1,"no",4650
"4651",22,"blue-collar","single","primary education","no","yes","telephone",1,"yes",4651
"4652",49,"blue-collar","married","primary education","yes","no","telephone",1,"no",4652
"4653",31,"administration","single","university education","no","no","telephone",1,"no",4653
"4654",49,"blue-collar","married","primary education","yes","no","telephone",1,"no",4654
"4655",41,"blue-collar","married","primary education","no","no","telephone",1,"no",4655
"4656",47,"management","married","primary education","no","no","telephone",1,"no",4656
"4657",47,"administration","single","university education","yes","yes","telephone",1,"no",4657
"4658",38,"administration","married","university education","no","no","telephone",4,"no",4658
"4659",43,"administration","divorced","secondary education","yes","no","telephone",1,"no",4659
"4660",46,"services","married","secondary education","yes","no","telephone",1,"no",4660
"4661",33,"blue-collar","married","primary education","no","no","telephone",1,"no",4661
"4662",27,"blue-collar","single","secondary education","yes","no","telephone",1,"no",4662
"4663",53,"technician","married","professional education","yes","no","telephone",1,"no",4663
"4664",30,"management","divorced","university education","no","yes","telephone",4,"no",4664
"4665",47,"blue-collar","divorced","secondary education","no","yes","telephone",1,"no",4665
"4666",55,"blue-collar","married","professional education","yes","no","telephone",1,"no",4666
"4667",60,"retired","divorced","primary education","no","yes","telephone",1,"no",4667
"4668",48,"technician","married","secondary education","yes","no","telephone",1,"no",4668
"4669",42,"blue-collar","divorced","primary education","no","yes","telephone",1,"no",4669
"4670",48,"technician","married","secondary education","no","no","telephone",1,"no",4670
"4671",48,"technician","married","secondary education","no","no","telephone",1,"no",4671
"4672",42,"blue-collar","divorced","primary education","no","no","telephone",1,"no",4672
"4673",46,"administration","single","university education","yes","no","telephone",1,"no",4673
"4674",36,"services","single","secondary education","no","no","telephone",2,"no",4674
"4675",29,"technician","single","university education","yes","no","telephone",1,"no",4675
"4676",50,"blue-collar","married","secondary education","yes","no","telephone",3,"no",4676
"4677",37,"management","single","university education","yes","no","telephone",1,"no",4677
"4678",42,"technician","married","university education","yes","no","telephone",1,"no",4678
"4679",24,"services","single","secondary education","yes","yes","telephone",2,"no",4679
"4680",55,"technician","married","university education","no","no","telephone",1,"no",4680
"4681",38,"blue-collar","married","secondary education","yes","no","telephone",1,"no",4681
"4682",36,"blue-collar","married","university education","yes","yes","telephone",1,"no",4682
"4683",45,"unemployed","married","university education","no","no","telephone",1,"no",4683
"4684",38,"blue-collar","married","secondary education","no","no","telephone",1,"no",4684
"4685",48,"technician","married","secondary education","no","no","telephone",1,"no",4685
"4686",46,"administration","married","university education","yes","no","telephone",3,"no",4686
"4687",47,"management","divorced","university education","no","no","telephone",1,"no",4687
"4688",33,"entrepreneur","married","university education","yes","no","telephone",2,"no",4688
"4689",39,"administration","married","secondary education","yes","yes","telephone",2,"no",4689
"4690",47,"management","divorced","university education","yes","no","telephone",1,"no",4690
"4691",37,"blue-collar","single","secondary education","yes","no","telephone",2,"no",4691
"4692",47,"entrepreneur","divorced","university education","yes","no","telephone",4,"no",4692
"4693",29,"services","single","university education","yes","yes","telephone",1,"no",4693
"4694",44,"housemaid","married","secondary education","no","no","telephone",2,"no",4694
"4695",45,"blue-collar","married","primary education","no","no","telephone",5,"no",4695
"4696",47,"blue-collar","divorced","primary education","no","no","telephone",1,"no",4696
"4697",38,"entrepreneur","divorced","university education","yes","no","telephone",2,"no",4697
"4698",25,"housemaid","married","secondary education","yes","no","telephone",2,"no",4698
"4699",47,"blue-collar","married","primary education","yes","no","telephone",1,"yes",4699
"4700",55,"housemaid","married","professional education","yes","yes","telephone",1,"no",4700
"4701",56,"retired","married","secondary education","no","no","telephone",3,"no",4701
"4702",44,"blue-collar","married","primary education","yes","no","telephone",3,"no",4702
"4703",36,"technician","single","university education","no","no","telephone",4,"no",4703
"4704",40,"blue-collar","married","secondary education","yes","no","telephone",2,"no",4704
"4705",48,"blue-collar","divorced","secondary education","yes","yes","telephone",3,"no",4705
"4706",40,"self-employed","married","secondary education","yes","no","telephone",1,"no",4706
"4707",37,"technician","single","professional education","yes","no","telephone",1,"no",4707
"4708",58,"services","divorced","professional education","yes","no","telephone",1,"no",4708
"4709",50,"technician","married","professional education","yes","no","telephone",1,"no",4709
"4710",55,"retired","married","secondary education","no","no","telephone",1,"yes",4710
"4711",55,"blue-collar","married","primary education","yes","no","telephone",1,"no",4711
"4712",51,"management","married","university education","yes","no","telephone",1,"no",4712
"4713",45,"administration","married","university education","no","no","telephone",2,"no",4713
"4714",39,"technician","married","professional education","no","yes","telephone",2,"no",4714
"4715",47,"blue-collar","divorced","primary education","no","yes","telephone",1,"no",4715
"4716",55,"administration","married","secondary education","yes","no","telephone",1,"no",4716
"4717",41,"services","married","secondary education","no","no","telephone",2,"no",4717
"4718",41,"technician","married","university education","no","no","telephone",1,"no",4718
"4719",41,"blue-collar","divorced","primary education","yes","no","telephone",2,"no",4719
"4720",30,"services","single","secondary education","no","no","telephone",2,"no",4720
"4721",32,"entrepreneur","married","secondary education","yes","no","telephone",3,"no",4721
"4722",56,"unemployed","divorced","university education","yes","no","telephone",1,"no",4722
"4723",53,"technician","married","professional education","no","no","telephone",1,"no",4723
"4724",39,"administration","married","university education","no","no","telephone",1,"no",4724
"4725",48,"technician","single","secondary education","yes","yes","telephone",2,"no",4725
"4726",42,"administration","divorced","secondary education","yes","no","telephone",3,"no",4726
"4727",36,"blue-collar","married","secondary education","yes","yes","telephone",1,"no",4727
"4728",35,"technician","married","professional education","yes","yes","telephone",2,"no",4728
"4729",38,"blue-collar","married","primary education","no","no","telephone",1,"no",4729
"4730",59,"retired","married","university education","no","no","telephone",1,"no",4730
"4731",34,"administration","divorced","primary education","no","no","telephone",2,"no",4731
"4732",47,"management","married","primary education","no","no","telephone",2,"no",4732
"4733",53,"services","divorced","university education","no","yes","telephone",1,"no",4733
"4734",48,"services","single","secondary education","yes","yes","telephone",2,"no",4734
"4735",50,"blue-collar","married","primary education","no","no","telephone",1,"no",4735
"4736",33,"unemployed","married","secondary education","yes","yes","telephone",1,"no",4736
"4737",42,"entrepreneur","married","secondary education","yes","no","telephone",1,"no",4737
"4738",45,"services","single","secondary education","yes","no","telephone",1,"no",4738
"4739",51,"blue-collar","married","primary education","yes","no","telephone",1,"no",4739
"4740",35,"blue-collar","married","professional education","yes","yes","telephone",1,"no",4740
"4741",55,"technician","single","university education","yes","no","telephone",1,"no",4741
"4742",32,"services","single","professional education","yes","yes","telephone",1,"no",4742
"4743",42,"blue-collar","married","secondary education","no","no","telephone",1,"no",4743
"4744",42,"administration","divorced","university education","no","yes","telephone",1,"no",4744
"4745",57,"administration","divorced","secondary education","no","no","telephone",1,"no",4745
"4746",46,"blue-collar","married","secondary education","yes","no","telephone",1,"no",4746
"4747",42,"administration","divorced","university education","yes","no","telephone",1,"no",4747
"4748",38,"blue-collar","married","secondary education","yes","no","telephone",1,"no",4748
"4749",31,"technician","single","university education","yes","no","telephone",1,"no",4749
"4750",44,"administration","married","secondary education","no","no","telephone",1,"no",4750
"4751",28,"blue-collar","single","secondary education","no","yes","telephone",1,"no",4751
"4752",29,"administration","single","university education","no","no","telephone",1,"no",4752
"4753",56,"retired","married","primary education","yes","no","telephone",1,"no",4753
"4754",47,"management","married","university education","yes","yes","telephone",1,"no",4754
"4755",26,"student","single","secondary education","yes","yes","telephone",1,"no",4755
"4756",39,"management","married","university education","yes","yes","telephone",1,"no",4756
"4757",54,"technician","single","university education","no","no","telephone",1,"no",4757
"4758",42,"unemployed","married","secondary education","yes","yes","telephone",2,"no",4758
"4759",57,"blue-collar","married","primary education","yes","yes","telephone",2,"no",4759
"4760",27,"blue-collar","married","secondary education","yes","yes","telephone",2,"no",4760
"4761",27,"technician","single","professional education","yes","no","telephone",1,"no",4761
"4762",59,"technician","divorced","university education","no","no","telephone",2,"no",4762
"4763",47,"blue-collar","divorced","secondary education","yes","no","telephone",3,"no",4763
"4764",43,"administration","married","professional education","no","no","telephone",2,"no",4764
"4765",36,"blue-collar","married","primary education","no","no","telephone",2,"no",4765
"4766",47,"management","divorced","primary education","yes","yes","telephone",1,"no",4766
"4767",38,"blue-collar","married","secondary education","no","no","telephone",2,"no",4767
"4768",38,"entrepreneur","married","secondary education","no","no","telephone",1,"no",4768
"4769",33,"blue-collar","married","secondary education","yes","no","telephone",3,"no",4769
"4770",43,"entrepreneur","married","secondary education","yes","no","telephone",2,"no",4770
"4771",41,"technician","single","professional education","no","no","telephone",2,"no",4771
"4772",32,"blue-collar","married","secondary education","yes","no","telephone",3,"no",4772
"4773",46,"management","married","university education","yes","no","telephone",5,"no",4773
"4774",49,"entrepreneur","married","university education","no","no","telephone",1,"no",4774
"4775",33,"services","single","secondary education","yes","no","telephone",2,"no",4775
"4776",42,"administration","divorced","university education","no","no","telephone",1,"no",4776
"4777",23,"services","married","secondary education","yes","no","telephone",1,"no",4777
"4778",28,"services","married","secondary education","yes","no","telephone",1,"no",4778
"4779",39,"blue-collar","married","secondary education","no","no","telephone",1,"no",4779
"4780",36,"administration","married","secondary education","yes","no","telephone",14,"no",4780
"4781",27,"technician","married","university education","no","no","telephone",3,"no",4781
"4782",49,"housemaid","married","primary education","no","no","telephone",1,"no",4782
"4783",55,"blue-collar","married","primary education","no","yes","telephone",1,"no",4783
"4784",38,"services","married","secondary education","no","yes","telephone",1,"no",4784
"4785",29,"services","single","university education","no","no","telephone",1,"no",4785
"4786",36,"administration","single","secondary education","no","yes","telephone",2,"no",4786
"4787",51,"blue-collar","single","primary education","no","no","telephone",1,"no",4787
"4788",58,"administration","married","university education","no","yes","telephone",1,"no",4788
"4789",45,"technician","married","university education","yes","no","telephone",1,"no",4789
"4790",27,"blue-collar","single","secondary education","yes","no","telephone",4,"no",4790
"4791",35,"administration","married","secondary education","no","no","telephone",3,"no",4791
"4792",37,"blue-collar","single","secondary education","yes","no","telephone",2,"no",4792
"4793",43,"blue-collar","married","primary education","yes","no","telephone",4,"no",4793
"4794",40,"blue-collar","married","secondary education","yes","no","telephone",1,"no",4794
"4795",37,"administration","married","university education","yes","yes","telephone",2,"no",4795
"4796",31,"entrepreneur","married","primary education","yes","no","telephone",3,"no",4796
"4797",29,"administration","married","secondary education","no","no","telephone",3,"no",4797
"4798",50,"technician","married","professional education","yes","no","telephone",1,"no",4798
"4799",30,"administration","married","university education","no","no","telephone",2,"no",4799
"4800",35,"administration","single","secondary education","yes","no","telephone",2,"no",4800
"4801",43,"administration","divorced","secondary education","no","no","telephone",2,"no",4801
"4802",39,"administration","married","university education","no","no","telephone",1,"no",4802
"4803",57,"management","married","university education","yes","no","telephone",1,"no",4803
"4804",53,"retired","married","secondary education","yes","no","telephone",2,"no",4804
"4805",37,"management","married","university education","yes","no","telephone",1,"no",4805
"4806",41,"technician","married","professional education","no","no","telephone",2,"no",4806
"4807",29,"technician","married","university education","yes","no","telephone",3,"no",4807
"4808",30,"management","married","university education","yes","no","telephone",18,"no",4808
"4809",32,"self-employed","married","secondary education","no","no","telephone",2,"no",4809
"4810",51,"technician","married","primary education","yes","yes","telephone",1,"no",4810
"4811",38,"administration","single","university education","yes","no","telephone",1,"no",4811
"4812",58,"management","married","university education","no","no","telephone",1,"no",4812
"4813",36,"blue-collar","married","primary education","no","no","telephone",2,"no",4813
"4814",48,"technician","divorced","professional education","yes","yes","telephone",2,"no",4814
"4815",39,"blue-collar","married","primary education","yes","no","telephone",1,"no",4815
"4816",35,"blue-collar","married","primary education","no","no","telephone",3,"no",4816
"4817",32,"services","single","primary education","no","no","telephone",1,"no",4817
"4818",32,"blue-collar","married","primary education","yes","no","telephone",1,"no",4818
"4819",34,"blue-collar","married","secondary education","yes","no","telephone",2,"no",4819
"4820",41,"self-employed","married","university education","yes","no","telephone",6,"no",4820
"4821",32,"services","divorced","secondary education","yes","no","telephone",2,"no",4821
"4822",38,"administration","married","university education","yes","no","telephone",3,"no",4822
"4823",41,"blue-collar","divorced","primary education","no","no","telephone",2,"no",4823
"4824",27,"services","single","secondary education","no","no","telephone",2,"no",4824
"4825",57,"blue-collar","married","secondary education","yes","no","telephone",2,"no",4825
"4826",37,"housemaid","married","secondary education","no","no","telephone",6,"no",4826
"4827",43,"blue-collar","married","primary education","yes","no","telephone",3,"no",4827
"4828",44,"retired","married","secondary education","yes","no","telephone",42,"no",4828
"4829",37,"administration","single","secondary education","yes","no","telephone",2,"no",4829
"4830",37,"blue-collar","married","primary education","no","yes","telephone",5,"no",4830
"4831",50,"administration","divorced","university education","no","no","telephone",6,"no",4831
"4832",41,"administration","married","primary education","no","no","telephone",2,"no",4832
"4833",46,"administration","married","secondary education","yes","no","telephone",1,"no",4833
"4834",32,"blue-collar","married","primary education","yes","no","telephone",4,"no",4834
"4835",31,"services","single","professional education","no","no","telephone",1,"no",4835
"4836",40,"management","married","university education","no","no","telephone",1,"no",4836
"4837",43,"blue-collar","married","primary education","yes","no","telephone",2,"no",4837
"4838",41,"management","married","university education","no","no","telephone",6,"no",4838
"4839",32,"blue-collar","married","primary education","yes","no","telephone",3,"no",4839
"4840",49,"services","married","secondary education","yes","yes","telephone",1,"no",4840
"4841",31,"blue-collar","married","primary education","yes","no","telephone",2,"no",4841
"4842",46,"administration","married","secondary education","yes","no","telephone",4,"no",4842
"4843",38,"technician","married","university education","no","no","telephone",4,"no",4843
"4844",31,"blue-collar","married","secondary education","no","no","telephone",4,"no",4844
"4845",47,"services","married","professional education","yes","no","telephone",2,"no",4845
"4846",39,"blue-collar","single","professional education","no","no","telephone",2,"no",4846
"4847",37,"blue-collar","divorced","primary education","yes","yes","telephone",2,"no",4847
"4848",52,"technician","married","secondary education","no","no","telephone",1,"no",4848
"4849",49,"administration","divorced","university education","no","no","telephone",1,"no",4849
"4850",39,"administration","married","professional education","yes","no","telephone",1,"no",4850
"4851",50,"technician","married","secondary education","yes","no","telephone",3,"yes",4851
"4852",49,"administration","single","university education","no","no","telephone",3,"no",4852
"4853",39,"blue-collar","married","secondary education","yes","no","telephone",2,"no",4853
"4854",35,"blue-collar","married","secondary education","yes","no","telephone",2,"no",4854
"4855",28,"blue-collar","married","secondary education","no","yes","telephone",2,"no",4855
"4856",40,"blue-collar","married","primary education","yes","yes","telephone",5,"no",4856
"4857",40,"blue-collar","married","secondary education","yes","no","telephone",3,"no",4857
"4858",53,"services","single","secondary education","no","yes","telephone",4,"no",4858
"4859",49,"blue-collar","married","secondary education","yes","no","telephone",27,"no",4859
"4860",55,"technician","married","professional education","yes","yes","telephone",1,"no",4860
"4861",36,"blue-collar","single","secondary education","yes","no","telephone",2,"no",4861
"4862",45,"blue-collar","married","primary education","no","no","telephone",1,"no",4862
"4863",36,"blue-collar","married","primary education","yes","no","telephone",2,"no",4863
"4864",46,"administration","married","secondary education","no","no","telephone",2,"no",4864
"4865",49,"blue-collar","married","primary education","yes","no","telephone",2,"no",4865
"4866",48,"housemaid","divorced","primary education","no","yes","telephone",3,"no",4866
"4867",49,"blue-collar","divorced","primary education","yes","no","telephone",4,"no",4867
"4868",32,"administration","single","university education","no","no","telephone",3,"yes",4868
"4869",25,"self-employed","married","university education","yes","no","telephone",2,"no",4869
"4870",26,"blue-collar","married","primary education","yes","yes","telephone",2,"no",4870
"4871",33,"technician","married","professional education","yes","no","telephone",3,"no",4871
"4872",37,"administration","single","secondary education","yes","yes","telephone",2,"no",4872
"4873",53,"technician","divorced","professional education","no","no","telephone",2,"no",4873
"4874",38,"entrepreneur","married","university education","yes","no","telephone",4,"no",4874
"4875",42,"blue-collar","married","primary education","no","yes","telephone",4,"no",4875
"4876",48,"blue-collar","married","secondary education","no","no","telephone",3,"no",4876
"4877",40,"administration","divorced","university education","yes","no","telephone",2,"no",4877
"4878",51,"blue-collar","married","secondary education","no","no","telephone",2,"no",4878
"4879",35,"housemaid","married","secondary education","yes","no","telephone",7,"no",4879
"4880",45,"blue-collar","married","primary education","no","no","telephone",1,"no",4880
"4881",35,"blue-collar","married","primary education","no","no","telephone",14,"no",4881
"4882",51,"blue-collar","married","secondary education","yes","no","telephone",4,"no",4882
"4883",33,"services","single","secondary education","no","no","telephone",2,"yes",4883
"4884",37,"administration","single","secondary education","no","no","telephone",1,"no",4884
"4885",34,"blue-collar","married","secondary education","yes","no","telephone",1,"no",4885
"4886",44,"administration","married","university education","yes","no","telephone",2,"no",4886
"4887",53,"entrepreneur","married","university education","no","yes","telephone",2,"no",4887
"4888",40,"administration","married","professional education","yes","no","telephone",1,"no",4888
"4889",40,"management","divorced","university education","yes","no","telephone",1,"no",4889
"4890",32,"technician","single","professional education","no","no","telephone",3,"no",4890
"4891",58,"blue-collar","married","primary education","yes","no","telephone",1,"no",4891
"4892",35,"student","single","secondary education","yes","no","telephone",3,"no",4892
"4893",47,"administration","married","university education","yes","no","telephone",6,"no",4893
"4894",33,"self-employed","single","university education","no","no","telephone",1,"no",4894
"4895",34,"management","married","university education","yes","no","telephone",1,"no",4895
"4896",38,"services","married","secondary education","no","no","telephone",3,"no",4896
"4897",48,"services","married","professional education","yes","no","telephone",1,"no",4897
"4898",38,"administration","single","university education","yes","no","telephone",4,"no",4898
"4899",40,"entrepreneur","married","secondary education","no","yes","telephone",2,"no",4899
"4900",26,"services","single","secondary education","no","no","telephone",4,"no",4900
"4901",42,"self-employed","married","university education","no","no","telephone",2,"no",4901
"4902",60,"retired","married","secondary education","yes","no","telephone",6,"yes",4902
"4903",35,"student","single","university education","no","yes","telephone",2,"no",4903
